X,Y,TRAPTYPE,ATTRACTANTSUSED,TRAPID,ADDRESS,TOWN,STATE,COUNTY,TRAPSITE,TRAPSET,SETTIMEOFDAY,TRAPCOLLECT,COLLECTTIMEOFDAY,GENUS,SPECIES,LIFESTAGE,EGGSCOLLECTED,LARVAECOLLECTED,PUPAECOLLECTED,FEMALESCOLLECTED,MALESCOLLECTED,UNKNOWNCOLLECTED,REPORTDATE,LATITUDE,LONGITUDE,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl. NW,Washington,DC,District of Columbia,Residential,2016/04/25 04:00:00+00,Afternoon,2016/04/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/01 19:55:00+00,38.914656,-77.097225,temp_797,,{29067A63-33D5-429C-8702-8431F538B0E8},,,963
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/15 04:00:00+00,Afternoon,2016/08/17 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/08 18:36:00+00,38.914656,-77.097225,temp_1814,,{903EF526-3F9C-4CD9-971F-1265BD078E18},,,964
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/07/05 04:00:00+00,Afternoon,2016/07/07 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,44,2,0,2017/12/06 15:57:00+00,38.914656,-77.097225,temp_570,,{7728006F-F5E0-4FFD-803A-D80E59402728},,,965
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/07/25 04:00:00+00,Afternoon,2016/07/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,44,3,0,2017/12/07 19:03:00+00,38.914656,-77.097225,temp_1075,,{1D3DC0AA-40AE-4B67-B6E1-F8448DFAEA08},,,966
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/08 16:53:00+00,38.914656,-77.097225,temp_1659,,{CE7C0552-C790-46D0-8CD4-193924DBC321},,,967
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/07/05 04:00:00+00,Afternoon,2016/07/07 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,10,0,0,2017/12/06 15:57:00+00,38.914656,-77.097225,temp_571,,{9660B1E4-2163-4DEC-9ABC-B8E1B13B9D87},,,968
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/01 04:00:00+00,Afternoon,2016/08/03 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,25,2,0,2017/12/07 21:27:00+00,38.914656,-77.097225,temp_1435,,{140A8F88-5537-4422-B25E-FFB6D537E791},,,969
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/06/13 04:00:00+00,Afternoon,2016/06/15 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,75,7,0,2017/12/05 17:58:00+00,38.914656,-77.097225,temp_1796,,{A06488C7-C785-4681-9427-C5AE841D9890},,,970
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/06/20 04:00:00+00,Afternoon,2016/06/22 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,89,3,0,2017/12/05 19:41:00+00,38.914656,-77.097225,temp_1942,,{E5EB4CFD-CB24-49C4-961A-CF2AA5116EBA},,,971
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/01 04:00:00+00,Afternoon,2016/08/03 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/07 21:28:00+00,38.914656,-77.097225,temp_1436,,{0A6CFBE5-546E-4C92-912E-C8EBA142E593},,,972
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/08 20:13:00+00,38.914656,-77.097225,temp_1910,,{95E22879-A329-4EB7-A786-1DEEEEBEB63C},,,973
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/06/06 04:00:00+00,Afternoon,2016/06/08 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,50,4,0,2017/12/05 16:08:00+00,38.914656,-77.097225,temp_1689,,{75C3B1CE-25A5-43BF-8D88-06F71CE2D7DC},,,974
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 20:12:00+00,38.914656,-77.097225,temp_1909,,{3AAF6334-16DB-4F93-B471-773523DC575A},,,975
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/08/29 04:00:00+00,Afternoon,2016/08/31 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/11 17:07:00+00,38.914656,-77.097225,temp_914,,{E0C4D74D-F241-4481-9CDA-C3DEEA811F67},,,976
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/06/27 04:00:00+00,Afternoon,2016/06/29 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,69,0,0,2017/12/05 21:42:00+00,38.914656,-77.097225,temp_1992,,{FD8389A6-9C27-4357-9C5B-7B688599FC37},,,977
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/05/30 04:00:00+00,Afternoon,2016/06/01 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,31,2,0,2017/12/04 23:48:00+00,38.914656,-77.097225,temp_1360,,{79802A75-5C60-450E-82D4-D1D1FAAC4F0D},,,978
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/11 21:15:00+00,38.914656,-77.097225,temp_862,,{C1ED6D1E-F279-4BC5-8BB5-FF7F142674BD},,,979
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,24,1,0,2017/12/04 21:17:00+00,38.914656,-77.097225,temp_702,,{46288125-B629-498B-9D8D-E8F51151766B},,,980
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/07/11 04:00:00+00,Afternoon,2016/07/13 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,56,6,0,2017/12/06 17:46:00+00,38.914656,-77.097225,temp_1524,,{E37C4B53-247D-4F46-88C5-55C12179355E},,,981
-8582423.82845481,4709454.13976674,Gravid Trap,Hay or grass infusion,3C,4852 Hutchins Pl NW,Washington,DC,District of Columbia,Residential,2016/10/17 04:00:00+00,Afternoon,2016/10/19 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,4,0,2017/12/12 20:15:00+00,38.914656,-77.097225,temp_1172,,{185A5B2F-5901-4454-8964-2F45E11D2A2E},,,982
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,9,1,0,2017/12/05 17:44:00+00,38.914005,-77.057311,temp_1789,,{3F1123C5-D051-492B-B19B-51B96CD197DC},,,983
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/07/11 04:00:00+00,Morning,2016/07/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,24,0,0,2017/12/06 17:27:00+00,38.914005,-77.057311,temp_1503,,{E60AA7DE-4093-41D7-BAF3-F32254436340},,,984
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/08 18:24:00+00,38.914005,-77.057311,temp_1772,,{18EC9A7C-06C5-4CFB-9230-6D2A5A9BF5A0},,,985
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/04/18 04:00:00+00,Morning,2016/04/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/04 20:08:00+00,38.914005,-77.057311,temp_367,,{0F9E2600-C897-4C6D-A6C2-15D31275F8F2},,,986
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/04/04 04:00:00+00,Morning,2016/04/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/04 20:09:00+00,38.914005,-77.057311,temp_459,,{2D1A597E-582B-4EEB-9183-B1B2D2BB1161},,,987
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,13,0,0,2017/12/08 16:39:00+00,38.914005,-77.057311,temp_1625,,{390EE9FA-081C-40E6-B416-C2A73EF619E5},,,988
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/23 04:00:00+00,Morning,2016/05/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,21,2,0,2017/12/04 22:07:00+00,38.914005,-77.057311,temp_853,,{240AA0EC-B258-42F4-B67D-55BD7430AA00},,,989
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/30 04:00:00+00,Morning,2016/06/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,29,4,0,2017/12/04 23:35:00+00,38.914005,-77.057311,temp_1277,,{4741C7E7-21E7-4B3A-B5FE-0313A0AC6182},,,990
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/24 04:00:00+00,Morning,2016/10/26 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,9,3,0,2017/12/12 21:15:00+00,38.914005,-77.057311,temp_1259,,{AF09BBD2-27EC-453B-9739-AE0F59B8EFA0},,,991
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/27 04:00:00+00,Morning,2016/06/29 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/05 21:32:00+00,38.914005,-77.057311,temp_1987,,{6A268234-860A-409B-B069-66D2B507DA39},,,992
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/06 04:00:00+00,Morning,2016/06/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,12,0,0,2017/12/05 15:50:00+00,38.914005,-77.057311,temp_1681,,{CD903E5F-F34F-4D63-B829-F0E92D611EA9},,,993
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/09 04:00:00+00,Morning,2016/05/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/04 20:08:00+00,38.914005,-77.057311,temp_495,,{0FA9F4EE-2ACB-445E-ADB1-F678043899EC},,,994
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/04/11 04:00:00+00,Morning,2016/04/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/04 20:05:00+00,38.914005,-77.057311,temp_464,,{60814778-AD3C-4086-867B-B1C3D271F8BA},,,995
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,2,0,0,2017/12/08 19:55:00+00,38.914005,-77.057311,temp_1902,,{1A643B59-FEAE-4BFE-909C-C26F98AB7225},,,996
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/12 15:43:00+00,38.914005,-77.057311,temp_1805,,{C58729BE-0E8A-4B44-80F7-A13C9CF9B556},,,997
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/12 16:39:00+00,38.914005,-77.057311,temp_1923,,{8AA01F91-05A2-41CC-9E14-15D9A93E8B0B},,,998
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/12 17:47:00+00,38.914005,-77.057311,temp_932,,{54F4C5A0-7549-4E17-BB34-5B3338167590},,,999
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/04/25 04:00:00+00,Afternoon,2016/04/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,3,0,2017/12/04 20:04:00+00,38.914005,-77.057311,temp_527,,{BAE7AE5F-C13B-4916-AC79-9A67A767E813},,,1000
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/19 04:00:00+00,Morning,2016/09/21 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,11,0,0,2017/12/11 21:59:00+00,38.914005,-77.057311,temp_1584,,{F9AF999B-5876-4655-868C-FED77083DFE1},,,1001
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,183,7,0,2017/12/05 19:21:00+00,38.914005,-77.057311,temp_1936,,{16B5E94C-5800-4132-AF4E-B97FB63C3E58},,,1002
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/06 04:00:00+00,Morning,2016/06/08 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,4,0,0,2017/12/05 15:49:00+00,38.914005,-77.057311,temp_1618,,{AFF17180-0FCB-4F35-BAC0-87518E4B57BE},,,1003
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/12 16:53:00+00,38.914005,-77.057311,temp_1924,,{89B3FC1A-982B-4759-A0E6-75D425A23318},,,1004
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/07/25 04:00:00+00,Morning,2016/07/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/07 18:41:00+00,38.914005,-77.057311,temp_548,,{261EA766-46BF-4C70-8E69-4F18F5026F15},,,1005
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,16,1,0,2017/12/04 20:06:00+00,38.914005,-77.057311,temp_810,,{389A2C2D-669E-416D-BEAA-70F29BF614FF},,,1006
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,3,0,0,2017/12/08 16:38:00+00,38.914005,-77.057311,temp_1624,,{E39325CD-4B24-4974-98AF-9342CBE1260C},,,1007
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,7,0,2017/12/12 15:42:00+00,38.914005,-77.057311,temp_1804,,{CE1C9D0C-15B4-49BA-8D8D-58565D1FFB70},,,1008
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/27 04:00:00+00,Morning,2016/06/29 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,75,2,0,2017/12/05 21:31:00+00,38.914005,-77.057311,temp_1986,,{C731123C-C459-4351-AA8D-F27283EC25D4},,,1009
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/16 04:00:00+00,Morning,2016/05/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/04 20:07:00+00,38.914005,-77.057311,temp_831,,{8BDD0017-61BC-494D-AF7D-EE9A820773D7},,,1010
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/08 18:23:00+00,38.914005,-77.057311,temp_1771,,{0E252AD6-C508-4431-8F1B-69BD0CE70054},,,1011
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,50,0,0,2017/12/06 15:41:00+00,38.914005,-77.057311,temp_739,,{B3C8EDAC-ED61-4015-A847-6D8E73BC170A},,,1012
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/08 19:54:00+00,38.914005,-77.057311,temp_1901,,{51E5C5D2-4050-4DFF-B8B7-A0FD5C47667E},,,1013
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,2,0,2017/12/08 19:54:00+00,38.914005,-77.057311,temp_1900,,{51392115-386F-409C-9C86-279BCBA52D09},,,1014
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,54,3,0,2017/12/05 17:43:00+00,38.914005,-77.057311,temp_1788,,{F7772B2A-5F66-4046-9549-60147D9E9F4D},,,1015
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/19 04:00:00+00,Morning,2016/09/21 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,11,0,2017/12/11 21:59:00+00,38.914005,-77.057311,temp_1585,,{266B4D13-FC97-46AC-9110-78B982E59B6D},,,1016
-8577980.62221494,4709361.0014857,Gravid Trap,Hay or grass infusion,2A,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 16:38:00+00,38.914005,-77.057311,temp_1623,,{9A0384CA-0AE0-4329-B58B-D47C4753D283},,,1017
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/16 04:00:00+00,Morning,2016/08/18 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,9,0,0,2017/12/08 18:55:00+00,38.913193,-76.990328,temp_1849,,{EC02CB8B-0A7C-4D2C-A585-126F32F1CFA1},,,1018
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,31,5,0,2017/12/12 18:07:00+00,38.913193,-76.990328,temp_1015,,{5A376633-9EE1-4AE1-8325-C3E8AB0C80F0},,,1019
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/04 04:00:00+00,Morning,2016/10/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,27,8,0,2017/12/12 17:19:00+00,38.913193,-76.990328,temp_823,,{5B2294EA-DB09-4E33-9AD6-FFB9CD280B46},,,1020
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/04/26 04:00:00+00,Morning,2016/04/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/01 20:04:00+00,38.913193,-76.990328,temp_799,,{965E78BA-E559-4CF6-A4AE-7450EAAA9972},,,1021
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/16 04:00:00+00,Morning,2016/08/18 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 18:55:00+00,38.913193,-76.990328,temp_1848,,{381A796C-E147-435B-A8D7-B9AEA253A59E},,,1022
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/28 04:00:00+00,Morning,2016/06/30 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,20,5,0,2017/12/05 22:06:00+00,38.913193,-76.990328,temp_2005,,{B158B03E-41E5-4F51-8891-8088BFCA6A4F},,,1023
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/09 04:00:00+00,Morning,2016/08/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,23,7,0,2017/12/08 17:33:00+00,38.913193,-76.990328,temp_1711,,{B2738634-D74E-4A64-B7DD-BB063DF907E8},,,1024
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/07 21:51:00+00,38.913193,-76.990328,temp_1512,,{F71D3EF5-A6B4-4D30-9791-BE1BCD7DDFF8},,,1025
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/07 04:00:00+00,Morning,2016/06/09 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,95,26,0,2017/12/05 16:24:00+00,38.913193,-76.990328,temp_1722,,{69DC5F48-7952-467D-AEEF-78F0ACD55CD6},,,1026
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/05/03 04:00:00+00,Morning,2016/05/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,37,1,0,2017/12/01 21:29:00+00,38.913193,-76.990328,temp_1575,,{CD10A669-94F7-49CC-AEEE-D6D065149910},,,1027
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,10,0,0,2017/12/12 20:39:00+00,38.913193,-76.990328,temp_1227,,{ABC62FFA-5700-45F5-9F71-6CEDEAEEE95E},,,1028
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/09 04:00:00+00,Morning,2016/08/11 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/08 17:34:00+00,38.913193,-76.990328,temp_1712,,{0A137C1B-1B74-4232-9053-62BC6DE1A1E8},,,1029
-8570524.10952881,4709244.83197752,Gravid Trap,Hay or grass infusion,5B,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/14 04:00:00+00,Morning,2016/06/16 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,41,16,0,2017/12/05 18:20:00+00,38.913193,-76.990328,temp_1830,,{6EBCAA2A-8A67-40AD-91C6-C29E0BDAE712},,,1030
